,Numero_Proyecto_Ley,Título,Sumilla,Etiqueta,Texto
25,5672,"""LEY QUE MODIFICA LA LEY N° 30225, LEY DE CONTRATACIONES DEL ESTADO, E INCORPORA OTRAS DISPOSICIONES LEGALES VINCULADAS A LOS MEDIOS DE SOLUCIÓN DE CONTROVERSIAS DERIVADOS DE LAS CONTRATACIONES CON EL ESTADO, DURANTE LA EJECUCIÓN CONTRACTUAL""","""PROPONE MODIFICAR LA LEY N° 30225, LEY DE CONTRATACIONES DEL ESTADO, E INCORPORA OTRAS DISPOSICIONES LEGALES VINCULADAS A LOS MEDIOS DE SOLUCIÓN DE CONTROVERSIAS DERIVADOS DE LAS CONTRATACIONES CON EL ESTADO, DURANTE LA EJECUCIÓN CONTRACTUAL""",POSITIVO,"""LEY QUE MODIFICA LA LEY N° 30225, LEY DE CONTRATACIONES DEL ESTADO, E INCORPORA OTRAS DISPOSICIONES LEGALES VINCULADAS A LOS MEDIOS DE SOLUCIÓN DE CONTROVERSIAS DERIVADOS DE LAS CONTRATACIONES CON EL ESTADO, DURANTE LA EJECUCIÓN CONTRACTUAL"" ""PROPONE MODIFICAR LA LEY N° 30225, LEY DE CONTRATACIONES DEL ESTADO, E INCORPORA OTRAS DISPOSICIONES LEGALES VINCULADAS A LOS MEDIOS DE SOLUCIÓN DE CONTROVERSIAS DERIVADOS DE LAS CONTRATACIONES CON EL ESTADO, DURANTE LA EJECUCIÓN CONTRACTUAL"""
26,4450,"""LEY QUE PROMUEVE EN LOS MICRO EMPRESARIOS DEL RUBRO DE LA BELLEZA A CONTINUAR CON SU ACTIVIDAD Y RECUPERARSE DE LA CRISIS QUE DEJÓ LA PANDEMIA DEL COVID 19""","""PROPONE PROMUEVER EN LOS MICRO EMPRESARIOS DEL RUBRO DE LA BELLEZA A CONTINUAR CON SU ACTIVIDAD Y RECUPERARSE DE LA CRISIS QUE DEJÓ LA PANDEMIA DEL COVID 19.""",POSITIVO,"""LEY QUE PROMUEVE EN LOS MICRO EMPRESARIOS DEL RUBRO DE LA BELLEZA A CONTINUAR CON SU ACTIVIDAD Y RECUPERARSE DE LA CRISIS QUE DEJÓ LA PANDEMIA DEL COVID 19"" ""PROPONE PROMUEVER EN LOS MICRO EMPRESARIOS DEL RUBRO DE LA BELLEZA A CONTINUAR CON SU ACTIVIDAD Y RECUPERARSE DE LA CRISIS QUE DEJÓ LA PANDEMIA DEL COVID 19."""
27,5395,"""LEY QUE RECONOCE AL TRABAJO DE VOLUNTARIADO COMO PRACTICAS PRE PROFESIONALES Y MODIFICA LA LEY 28238— LEY GENERAL DEL VOLUNTARIADO""","""PROPONE RECONOCER AL TRABAJO DE VOLUNTARIADO COMO PRACTICAS PRE PROFESIONALES Y MODIFICA LA LEY 28238— LEY GENERAL DEL VOLUNTARIADO""",POSITIVO,"""LEY QUE RECONOCE AL TRABAJO DE VOLUNTARIADO COMO PRACTICAS PRE PROFESIONALES Y MODIFICA LA LEY 28238— LEY GENERAL DEL VOLUNTARIADO"" ""PROPONE RECONOCER AL TRABAJO DE VOLUNTARIADO COMO PRACTICAS PRE PROFESIONALES Y MODIFICA LA LEY 28238— LEY GENERAL DEL VOLUNTARIADO"""
28,9633,"""LEY QUE RECONOCE COMO BENEMÉRITA DE LA REPÚBLICA Y PATRIMONIO NACIONAL A LA ASOCIACIÓN DE EXPLEBISCITARIOS DE TACNA Y ARICA""",PROPONE RECONOCER COMO BENEMÉRITA DE LA REPÚBLICA Y PATRIMONIO NACIONAL A LA ASOCIACIÓN DE EX PLEBISCITARIOS DE TACNA Y ARICA.,POSITIVO,"""LEY QUE RECONOCE COMO BENEMÉRITA DE LA REPÚBLICA Y PATRIMONIO NACIONAL A LA ASOCIACIÓN DE EXPLEBISCITARIOS DE TACNA Y ARICA"" PROPONE RECONOCER COMO BENEMÉRITA DE LA REPÚBLICA Y PATRIMONIO NACIONAL A LA ASOCIACIÓN DE EX PLEBISCITARIOS DE TACNA Y ARICA."
29,6382,"""PROYECTO DE LEY QUE REGULA Y PERMITE EL ACCESO A LAS TECNICAS DE REPRODUCCION HUMANA MEDICAMENTE ASISTIDA EN EL SISTEMA NACIONAL DE SALUD""",LA PRESENTE LEY TIENE POR OBJETO REGULAR LOS PROCEDIMIENTOS CON LA REPRODUCCIÓN HUMANA MÉDICAMENTE ASISTIDA Y PERMITIR EL ACCESO A LOS TRATAMIENTOS EN EL SISTEMA NACIONAL DE SALUD,NEGATIVO,"""PROYECTO DE LEY QUE REGULA Y PERMITE EL ACCESO A LAS TECNICAS DE REPRODUCCION HUMANA MEDICAMENTE ASISTIDA EN EL SISTEMA NACIONAL DE SALUD"" LA PRESENTE LEY TIENE POR OBJETO REGULAR LOS PROCEDIMIENTOS CON LA REPRODUCCIÓN HUMANA MÉDICAMENTE ASISTIDA Y PERMITIR EL ACCESO A LOS TRATAMIENTOS EN EL SISTEMA NACIONAL DE SALUD"
30,3265,ANTEPROYECTO DE LA LEY DE LA CARRERA DEL TRABAJADOR JURISDICCIONAL DEL PODER JUDICIAL,PROPONE ANTEPROYECTO DE LA LEY DE LA CARRERA DEL TRABAJADOR JURISDICCIONAL DEL PODER JUDICIAL,POSITIVO,ANTEPROYECTO DE LA LEY DE LA CARRERA DEL TRABAJADOR JURISDICCIONAL DEL PODER JUDICIAL PROPONE ANTEPROYECTO DE LA LEY DE LA CARRERA DEL TRABAJADOR JURISDICCIONAL DEL PODER JUDICIAL
31,694,"DE LEY QUE MODIFICA LA LEY N° 27692 – LEY DE CREACIÓN DE LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL, PARA INCORPORAR A LAS ORGANIZACIONES SOCIALES DE BASE Y OLLAS COMUNES A CONSTITUIRSE COMO INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR -IPREDAS","Propone adicionar en el inciso m) del artículo 4 de la Ley 27692, Ley de creación de la Agencia Peruana de Cooperación Internacional - APCI.",POSITIVO,"DE LEY QUE MODIFICA LA LEY N° 27692 – LEY DE CREACIÓN DE LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL, PARA INCORPORAR A LAS ORGANIZACIONES SOCIALES DE BASE Y OLLAS COMUNES A CONSTITUIRSE COMO INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR -IPREDAS Propone adicionar en el inciso m) del artículo 4 de la Ley 27692, Ley de creación de la Agencia Peruana de Cooperación Internacional - APCI."
32,7439,DECLARA COMO DANZA ORIUNDA Y PATRIMONIO DE LA NACIÓN A LA LLAMERADA PUNEÑA,Reconocimiento de la Danza de la Llamerada Puneña como Danza Oriunda y Patrimonio Cultural de la Nación,POSITIVO,DECLARA COMO DANZA ORIUNDA Y PATRIMONIO DE LA NACIÓN A LA LLAMERADA PUNEÑA Reconocimiento de la Danza de la Llamerada Puneña como Danza Oriunda y Patrimonio Cultural de la Nación
33,3558,DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL FORTALECIMIENTO Y EQUIPAMIENTO DE ÁREA DE QUEMADOS CRÍTICOS DEL HOSPITAL NACIONAL ARZOBISPO LOAYZA,DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL FORTALECIMIENTO Y EQUIPAMIENTO DE ÁREA DE QUEMADOS CRÍTICOS DEL HOSPITAL NACIONAL ARZOBISPO LOAYZA,POSITIVO,DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL FORTALECIMIENTO Y EQUIPAMIENTO DE ÁREA DE QUEMADOS CRÍTICOS DEL HOSPITAL NACIONAL ARZOBISPO LOAYZA DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL FORTALECIMIENTO Y EQUIPAMIENTO DE ÁREA DE QUEMADOS CRÍTICOS DEL HOSPITAL NACIONAL ARZOBISPO LOAYZA
34,8718,DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA EJECUCIÓN DE LA VÍA METROPOLITANA RAMIRO PRIALÉ A FIN DE GARANTIZAR SU CULMINACIÓN Y FUNCIONAMIENTO.,PROPONE DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA EJECUCIÓN DEL PROYECTO DE LA VÍA METROPOLITANA RAMIRO PRIALÉ.,POSITIVO,DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA EJECUCIÓN DE LA VÍA METROPOLITANA RAMIRO PRIALÉ A FIN DE GARANTIZAR SU CULMINACIÓN Y FUNCIONAMIENTO. PROPONE DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA EJECUCIÓN DEL PROYECTO DE LA VÍA METROPOLITANA RAMIRO PRIALÉ.
35,7003,"DEROGA LA LEY N°31844, LEY QUE MODIFICA LA LEY N° 30299, LEY DE ARMAS DE FUEGO, MUNICIONES, EXPLOSIVOS, PRODUCTOS PIROTÉCNICOS Y MATERIALES RELACIONADOS DE USO CIVIL, PARA EL REGISTRO BALÍSTICO DE ARMAS ANTIGUAS","PROPONE DEROGAR LA LEY N°31844 QUE MODIFICA LA LEY N° 30299, LEY DE ARMAS DE FUEGO, MUNICIONES, EXPLOSIVOS, PRODUCTOS PIROTÉCNICOS Y MATERIALES RELACIONADOS DE USO CIVIL, PARA EL REGISTRO BALÍSTICO DE ARMAS ANTIGUAS.",POSITIVO,"DEROGA LA LEY N°31844, LEY QUE MODIFICA LA LEY N° 30299, LEY DE ARMAS DE FUEGO, MUNICIONES, EXPLOSIVOS, PRODUCTOS PIROTÉCNICOS Y MATERIALES RELACIONADOS DE USO CIVIL, PARA EL REGISTRO BALÍSTICO DE ARMAS ANTIGUAS PROPONE DEROGAR LA LEY N°31844 QUE MODIFICA LA LEY N° 30299, LEY DE ARMAS DE FUEGO, MUNICIONES, EXPLOSIVOS, PRODUCTOS PIROTÉCNICOS Y MATERIALES RELACIONADOS DE USO CIVIL, PARA EL REGISTRO BALÍSTICO DE ARMAS ANTIGUAS."
36,1213,"Dictamen de la Comisión de Constitución que propone derogar el Decreto de Urgencia 105-2021, que establece el otorgamiento de un bono extraordinario a favor del personal formal del sector privado y del sector público con menores ingresos","Propone derogar el Decreto de Urgencia 105-2021, que establece el otorgamiento de un bono extraordinario a favor del personal formal del sector privado y del sector público con menores ingresos.",NEGATIVO,"Dictamen de la Comisión de Constitución que propone derogar el Decreto de Urgencia 105-2021, que establece el otorgamiento de un bono extraordinario a favor del personal formal del sector privado y del sector público con menores ingresos Propone derogar el Decreto de Urgencia 105-2021, que establece el otorgamiento de un bono extraordinario a favor del personal formal del sector privado y del sector público con menores ingresos."
37,5872,LA MODIFICACIÓN DEL ARTÍCULO 248 DEL CÓDIGO CIVIL,"PROPONE MEJORAR LOS REQUISITOS PARA MATRIMONIO CIVIL Y ASÍ COADYUVAR A LA CONSOLIDACIÓN DE LA FAMILIA EN LA SOCIEDAD, SEGÚN EL PROCEDIMIENTO ESTABLECIDO EN EL CÓDIGO CIVIL, PROMULGADO POR EL DECRETO LEGISLATIVO 295 Y MODIFICADO POR LA LEY 31642.",NEGATIVO,"LA MODIFICACIÓN DEL ARTÍCULO 248 DEL CÓDIGO CIVIL PROPONE MEJORAR LOS REQUISITOS PARA MATRIMONIO CIVIL Y ASÍ COADYUVAR A LA CONSOLIDACIÓN DE LA FAMILIA EN LA SOCIEDAD, SEGÚN EL PROCEDIMIENTO ESTABLECIDO EN EL CÓDIGO CIVIL, PROMULGADO POR EL DECRETO LEGISLATIVO 295 Y MODIFICADO POR LA LEY 31642."
38,11325,"LEY 30150, LEY DE PROTECCIÓN DE LAS PERSONAS CON TRANSTORNO DEL ESPECTRO AUTISTA (TEA)","PROPONE INCORPORACIÓN DEL ARTÍCULO 7 A LA LEY 30150, LEY DE PROTECCIÓN DE LAS PERSONAS CON TRANSTORNO DEL ESPECTRO AUTISTA (TEA)",POSITIVO,"LEY 30150, LEY DE PROTECCIÓN DE LAS PERSONAS CON TRANSTORNO DEL ESPECTRO AUTISTA (TEA) PROPONE INCORPORACIÓN DEL ARTÍCULO 7 A LA LEY 30150, LEY DE PROTECCIÓN DE LAS PERSONAS CON TRANSTORNO DEL ESPECTRO AUTISTA (TEA)"
39,4711,LEY CONTRA EL BULLYING ESCOLAR,"PROPONE MODIFICAR LA LEY N° 29719, LEY QUE PROMUEVE LA CONVIVENCIA SIN VIOLENCIA EN LAS INSTITUCIONES EDUCATIVAS, CON LA FINALIDAD DE FORTALECER LA PREVENCIÓN, INTERVENCIÓN Y SEGUIMIENTO HASTA LOGRAR ERRADICAR LAS CONDUCTAS GENERADORAS DE ACOSO O BULLYING ESCOLAR.",POSITIVO,"LEY CONTRA EL BULLYING ESCOLAR PROPONE MODIFICAR LA LEY N° 29719, LEY QUE PROMUEVE LA CONVIVENCIA SIN VIOLENCIA EN LAS INSTITUCIONES EDUCATIVAS, CON LA FINALIDAD DE FORTALECER LA PREVENCIÓN, INTERVENCIÓN Y SEGUIMIENTO HASTA LOGRAR ERRADICAR LAS CONDUCTAS GENERADORAS DE ACOSO O BULLYING ESCOLAR."
40,9064,LEY CONTRA EL TERRORISMO URBANO,"Propone establecer medidas inmediatas y eficaces contra la delincuencia que viene causando terror e inseguridad en la población, cometiendo graves hechos criminales de extorsión y sicariato contra la vida, el cuerpo y la salud de las personas, en todo el territorio nacional, que configuran un auténtico delito de terrorismo urbano",NEGATIVO,"LEY CONTRA EL TERRORISMO URBANO Propone establecer medidas inmediatas y eficaces contra la delincuencia que viene causando terror e inseguridad en la población, cometiendo graves hechos criminales de extorsión y sicariato contra la vida, el cuerpo y la salud de las personas, en todo el territorio nacional, que configuran un auténtico delito de terrorismo urbano"
41,3309,LEY CONTRA LA PERSECUCIÓN JUDICIAL Y EL USO INDEBIDO DEL DERECHO COMO ARMA POLÍTICA,PROPONE CONTRAR LA PERSECUCIÓN JUDICIAL Y EL USO INDEBIDO DEL DERECHO COMO ARMA POLÍTICA.,NEGATIVO,LEY CONTRA LA PERSECUCIÓN JUDICIAL Y EL USO INDEBIDO DEL DERECHO COMO ARMA POLÍTICA PROPONE CONTRAR LA PERSECUCIÓN JUDICIAL Y EL USO INDEBIDO DEL DERECHO COMO ARMA POLÍTICA.
42,11213,"LEY CREA LA AUTORIDAD AUTONOMA AUTOSOSTIBLE DEL CASTILLO FORGA DEL DISTRITO DE MOLLENDO, PROVINCIA DE ISLAY, DEPARTAMENTO DE AREQUIPA","PROPONE CREAR LA AUTORIDAD AUTÓNOMA AUTOSOSTENIBLE DEL CASTILLO FORGA, CON PERSONERÍA JURÍDICA DE DERECHO PÚBLICO, AUTONOMÍA ADMINISTRATIVA, FUNCIONAL Y ECONÓMICA, ENCARGADA DE LA GESTIÓN, CONSERVACIÓN, PROMOCIÓN Y DESARROLLO INTEGRAL DEL CASTILLO FORGA COMO PATRIMONIO CULTURAL Y ATRACTIVO TURÍSTICO ESTRATÉGICO EN EL DISTRITO DE MOLLENDO, PROVINCIA DE ISLAY, DEPARTAMENTO DE AREQUIPA",NEGATIVO,"LEY CREA LA AUTORIDAD AUTONOMA AUTOSOSTIBLE DEL CASTILLO FORGA DEL DISTRITO DE MOLLENDO, PROVINCIA DE ISLAY, DEPARTAMENTO DE AREQUIPA PROPONE CREAR LA AUTORIDAD AUTÓNOMA AUTOSOSTENIBLE DEL CASTILLO FORGA, CON PERSONERÍA JURÍDICA DE DERECHO PÚBLICO, AUTONOMÍA ADMINISTRATIVA, FUNCIONAL Y ECONÓMICA, ENCARGADA DE LA GESTIÓN, CONSERVACIÓN, PROMOCIÓN Y DESARROLLO INTEGRAL DEL CASTILLO FORGA COMO PATRIMONIO CULTURAL Y ATRACTIVO TURÍSTICO ESTRATÉGICO EN EL DISTRITO DE MOLLENDO, PROVINCIA DE ISLAY, DEPARTAMENTO DE AREQUIPA"
43,5480,LEY DE ACCESO CIUDADANO AL REGISTRO DE AGRESORES DE VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR.,PROPONE ACCESO CIUDADANO AL REGISTRO DE AGRESORES DE VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR.,NEGATIVO,LEY DE ACCESO CIUDADANO AL REGISTRO DE AGRESORES DE VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR. PROPONE ACCESO CIUDADANO AL REGISTRO DE AGRESORES DE VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR.
44,11076,LEY DE ACTUALIZACIÓN DE LA ESCALA REMUNERATIVA DE LA SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL),"PROPONE LA ACTUALIZACIÓN DE LA ESCALA REMUNERATIVA DE LOS TRABAJADORES DE LA SUPERINTENDENDA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL), SUJETOS AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO N° 728",POSITIVO,"LEY DE ACTUALIZACIÓN DE LA ESCALA REMUNERATIVA DE LA SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL) PROPONE LA ACTUALIZACIÓN DE LA ESCALA REMUNERATIVA DE LOS TRABAJADORES DE LA SUPERINTENDENDA NACIONAL DE FISCALIZACIÓN LABORAL (SUNAFIL), SUJETOS AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO N° 728"
45,3803,LEY DE ADELANTO DE ELECCIONES Y REFERÉNDUM PARA LA ELABORACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA A TRAVÉS DE UNA ASAMBLEA CONSTITUYENTE,PROPONE ADELANTAR LAS ELECCIONES Y REFERÉNDUM PARA LA ELABORACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA A TRAVÉS DE UNA ASAMBLEA CONSTITUYENTE.,NEGATIVO,LEY DE ADELANTO DE ELECCIONES Y REFERÉNDUM PARA LA ELABORACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA A TRAVÉS DE UNA ASAMBLEA CONSTITUYENTE PROPONE ADELANTAR LAS ELECCIONES Y REFERÉNDUM PARA LA ELABORACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA A TRAVÉS DE UNA ASAMBLEA CONSTITUYENTE.
46,7349,LEY DE ADOPCIÓN DESDE EL VIENTRE MATERNO EN CASOS DE EMBARAZOS NO PLANEADOS,"PROPONE AUTORIZAR EL INICIO DEL PROCEDIMIENTO FACULTATIVO DE ADOPCIÓN DESDE EL VIENTRE MATERNO, PARA CASOS DE EMBARAZOS NO PLANEADOS, BRINDANDO UNA ALTERNATIVA VIABLE PARA SALVAR TANTO LA VIDA DE LA MADRE COMO LA DEL CONCEBIDO Y CONSTITUIRSE EN UNA ALTERNATIVA AL ABORTO CLANDESTINO.",NEGATIVO,"LEY DE ADOPCIÓN DESDE EL VIENTRE MATERNO EN CASOS DE EMBARAZOS NO PLANEADOS PROPONE AUTORIZAR EL INICIO DEL PROCEDIMIENTO FACULTATIVO DE ADOPCIÓN DESDE EL VIENTRE MATERNO, PARA CASOS DE EMBARAZOS NO PLANEADOS, BRINDANDO UNA ALTERNATIVA VIABLE PARA SALVAR TANTO LA VIDA DE LA MADRE COMO LA DEL CONCEBIDO Y CONSTITUIRSE EN UNA ALTERNATIVA AL ABORTO CLANDESTINO."
47,1336,LEY DE AMNISTÍA A LAS PERSONAS DEFENSORAS DEL AMBIENTE Y LA AGRICULTURA DEL VALLE DE TAMBO,PROPONE AMNISTÍA A LAS PERSONAS DEFENSORAS DEL AMBIENTE Y LA AGRICULTURA DEL VALLE DE TAMBO,NEGATIVO,LEY DE AMNISTÍA A LAS PERSONAS DEFENSORAS DEL AMBIENTE Y LA AGRICULTURA DEL VALLE DE TAMBO PROPONE AMNISTÍA A LAS PERSONAS DEFENSORAS DEL AMBIENTE Y LA AGRICULTURA DEL VALLE DE TAMBO
48,1706,LEY DE AMNISTÍA EN EL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS Y MERCANCÍAS QUE FOMENTA LA REACTIVACIÓN DEL SECTOR AFECTADO POR LAS GRAVES CONSECUENCIAS DE LA COVID-19,PROPONE AMNISTÍA EN EL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS Y MERCANCÍAS QUE FOMENTA LA REACTIVACIÓN DEL SECTOR AFECTADO POR LAS GRAVES CONSECUENCIAS DE LA COVID-19.,NEGATIVO,LEY DE AMNISTÍA EN EL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS Y MERCANCÍAS QUE FOMENTA LA REACTIVACIÓN DEL SECTOR AFECTADO POR LAS GRAVES CONSECUENCIAS DE LA COVID-19 PROPONE AMNISTÍA EN EL SERVICIO DE TRANSPORTE TERRESTRE DE PERSONAS Y MERCANCÍAS QUE FOMENTA LA REACTIVACIÓN DEL SECTOR AFECTADO POR LAS GRAVES CONSECUENCIAS DE LA COVID-19.
49,10825,LEY DE AMNISTÍA PARA CONDUCTORES Y TRANSPORTISTAS,"PROPONE CONCEDER AMNISTÍA, A FAVOR DE LOS CONDUCTORES PARTICULARES, TRANSPORTISTAS DEL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE PERSONAS Y MERCANCÍAS Y DEL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE PASAJEROS EN VEHÍCULOS MENORES, RESPECTO DE LAS INFRACCIONES A LAS NORMAS DE TRÁNSITO Y TRANSPORTE TERRESTRE",NEGATIVO,"LEY DE AMNISTÍA PARA CONDUCTORES Y TRANSPORTISTAS PROPONE CONCEDER AMNISTÍA, A FAVOR DE LOS CONDUCTORES PARTICULARES, TRANSPORTISTAS DEL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE PERSONAS Y MERCANCÍAS Y DEL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE PASAJEROS EN VEHÍCULOS MENORES, RESPECTO DE LAS INFRACCIONES A LAS NORMAS DE TRÁNSITO Y TRANSPORTE TERRESTRE"
50,3810,"LEY DE AMPLIACION DE PLAZO DE FORMALIZACION DE LOS POSESIONARIOS COMPRENDIDOS EN LA LEY 28687 LEY DE DESARROLLO Y COMPLEMENTARIA DE FORMALIZACION DE LA PROPIEDAD INFORMAL, ACCESO AL SUELO Y DOTACION DE SERVICIOS BASICOS","PROPONE AMPLIAR EL PLAZO DE FORMALIZACION DE LOS POSESIONARIOS COMPRENDIDOS EN LA LEY 28687 LEY DE DESARROLLO Y COMPLEMENTARIA DE FORMALIZACION DE LA PROPIEDAD INFORMAL, ACCESO AL SUELO Y DOTACION DE SERVICIOS BASICOS.",POSITIVO,"LEY DE AMPLIACION DE PLAZO DE FORMALIZACION DE LOS POSESIONARIOS COMPRENDIDOS EN LA LEY 28687 LEY DE DESARROLLO Y COMPLEMENTARIA DE FORMALIZACION DE LA PROPIEDAD INFORMAL, ACCESO AL SUELO Y DOTACION DE SERVICIOS BASICOS PROPONE AMPLIAR EL PLAZO DE FORMALIZACION DE LOS POSESIONARIOS COMPRENDIDOS EN LA LEY 28687 LEY DE DESARROLLO Y COMPLEMENTARIA DE FORMALIZACION DE LA PROPIEDAD INFORMAL, ACCESO AL SUELO Y DOTACION DE SERVICIOS BASICOS."
51,4044,"LEY DE AMPLIACION DE PLAZO DE REVERSION DE PREDIOS RUSTICOS AL DOMINIO DEL ESTADO, ADJUDICADOS A TITULO ONEROSO CON FINES AGRARIOS, OCUPADOS POR ASENTAMIENTOS HUMANOS","PROPONE AMPLIAR EL PLAZO DE REVERSION DE PREDIOS RUSTICOS AL DOMINIO DEL ESTADO, ADJUDICADOS A TITULO ONEROSO CON FINES AGRARIOS, OCUPADOS POR ASENTAMIENTOS HUMANOS.",POSITIVO,"LEY DE AMPLIACION DE PLAZO DE REVERSION DE PREDIOS RUSTICOS AL DOMINIO DEL ESTADO, ADJUDICADOS A TITULO ONEROSO CON FINES AGRARIOS, OCUPADOS POR ASENTAMIENTOS HUMANOS PROPONE AMPLIAR EL PLAZO DE REVERSION DE PREDIOS RUSTICOS AL DOMINIO DEL ESTADO, ADJUDICADOS A TITULO ONEROSO CON FINES AGRARIOS, OCUPADOS POR ASENTAMIENTOS HUMANOS."
52,5608,"LEY DE ASIGNACIÓN Y PRIORIZACIÓN DE RECURSOS ECONÓMICOS PARA INCORPORAR PLAZAS ADMINISTRATIVAS EN TODAS LAS UGEL E INSTITUCIONES EDUCATIVAS PÚBLICAS DEL PAÍS, PARA EL AÑO FISCAL 2024","PROPONE ASIGNACIÓN Y PRIORIZACIÓN DE RECURSOS ECONÓMICOS PARA INCORPORAR PLAZAS ADMINISTRATIVAS EN TODAS LAS UGEL E INSTITUCIONES EDUCATIVAS PÚBLICAS DEL PAÍS, PARA EL AÑO FISCAL 2024.",NEGATIVO,"LEY DE ASIGNACIÓN Y PRIORIZACIÓN DE RECURSOS ECONÓMICOS PARA INCORPORAR PLAZAS ADMINISTRATIVAS EN TODAS LAS UGEL E INSTITUCIONES EDUCATIVAS PÚBLICAS DEL PAÍS, PARA EL AÑO FISCAL 2024 PROPONE ASIGNACIÓN Y PRIORIZACIÓN DE RECURSOS ECONÓMICOS PARA INCORPORAR PLAZAS ADMINISTRATIVAS EN TODAS LAS UGEL E INSTITUCIONES EDUCATIVAS PÚBLICAS DEL PAÍS, PARA EL AÑO FISCAL 2024."
53,6135,LEY DE AUMENTO DE REMUNERACIONES DE LOS DOCENTES UNIVERSITARIOS,"PROPONE INCREMENTAR LAS REMUNERACIONES DE LOS DOCENTES UNIVERSITARIOS DE LAS UNIVERSIDADES PÚBLICAS, PARA GARANTIZAR LA ESTABILIDAD Y CALIDAD DE LA ENSEÑANZA UNIVERSITARIA.",POSITIVO,"LEY DE AUMENTO DE REMUNERACIONES DE LOS DOCENTES UNIVERSITARIOS PROPONE INCREMENTAR LAS REMUNERACIONES DE LOS DOCENTES UNIVERSITARIOS DE LAS UNIVERSIDADES PÚBLICAS, PARA GARANTIZAR LA ESTABILIDAD Y CALIDAD DE LA ENSEÑANZA UNIVERSITARIA."
54,7187,LEY DE AUTOPRÉSTAMO DE FONDOS PREVISIONALES,"PROPONE PERMITIR QUE LOS AFILIADOS EN LAS ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP), PUEDAN RETIRAR DE SU DINERO DE SU PROPIA CUENTA INDIVIDUAL DE CAPITALIZACIÓN CON LA OBLIGACIÓN QUE SE REINTEGRE, CON UNA TASA DE INTERÉS DEL CERO POR CIENTO Y DENTRO DE LAS CONDICIONES ESTABLECIDAS EN LA PRESENTE NORMA.",POSITIVO,"LEY DE AUTOPRÉSTAMO DE FONDOS PREVISIONALES PROPONE PERMITIR QUE LOS AFILIADOS EN LAS ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP), PUEDAN RETIRAR DE SU DINERO DE SU PROPIA CUENTA INDIVIDUAL DE CAPITALIZACIÓN CON LA OBLIGACIÓN QUE SE REINTEGRE, CON UNA TASA DE INTERÉS DEL CERO POR CIENTO Y DENTRO DE LAS CONDICIONES ESTABLECIDAS EN LA PRESENTE NORMA."
